O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
11-2021.00	Google Looker Analytics	2.E.6.m	Business intelligence and data analysis software	Y	N
11-2021.00	Google Meet	2.E.16.b	Video conferencing software	N	N
11-2021.00	Google Slides	2.E.4.f	Presentation software	N	N
11-2021.00	HubSpot software	2.E.1.l	Sales and marketing software	Y	N
11-2021.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
11-2021.00	IBM Cognos Impromptu	2.E.6.m	Business intelligence and data analysis software	N	N
11-2021.00	IBM Domino	2.E.12.b	Communications server software	N	N
11-2021.00	IBM InfoSphere DataStage	2.E.7.c	Enterprise application integration software	N	N
11-2021.00	IBM Notes	2.E.16.a	Electronic mail software	N	N
11-2021.00	IBM Power Systems software	2.E.17.a	Enterprise system management software	N	N
11-2021.00	IBM SPSS Statistics	2.E.9.d	Analytical or scientific software	Y	N
11-2021.00	Instagram	2.E.4.g	Web page creation and editing software	N	N
11-2021.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
11-2021.00	JamBoard	2.E.4.b	Graphics or photo imaging software	N	N
11-2021.00	JavaScript	2.E.7.h	Web platform development software	Y	N
11-2021.00	Jupyter Notebook	2.E.7.e	Object or component oriented development software	N	N
11-2021.00	Kapwing	2.E.4.c	Video creation and editing software	N	N
11-2021.00	LAMP Stack	2.E.7.h	Web platform development software	N	N
11-2021.00	LexisNexis	2.E.6.h	Information retrieval or search software	N	N
11-2021.00	LinkedIn	2.E.4.g	Web page creation and editing software	N	N
11-2021.00	LogMeIn GoToMeeting	2.E.16.b	Video conferencing software	N	N
11-2021.00	LogMeIn GoToWebinar	2.E.16.c	Network conferencing software	N	N
11-2021.00	Lyris HQ Web-Analytics Solution	2.E.9.d	Analytical or scientific software	N	N
11-2021.00	Marketo Marketing Automation	2.E.1.l	Sales and marketing software	Y	N
11-2021.00	MarketSharp	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	McAfee	2.E.14.d	Transaction security and virus protection software	N	N
11-2021.00	Mentimeter	2.E.4.f	Presentation software	N	N
11-2021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
11-2021.00	Microsoft Azure software	2.E.7.b	Development environment software	Y	N
11-2021.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
11-2021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
11-2021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
11-2021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
11-2021.00	Microsoft Project	2.E.1.e	Project management software	Y	N
11-2021.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
11-2021.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
11-2021.00	Microsoft SQL Server	2.E.6.f	Data base user interface and query software	Y	N
11-2021.00	Microsoft Teams	2.E.1.e	Project management software	Y	N
11-2021.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
11-2021.00	Microsoft Visual Basic	2.E.7.b	Development environment software	Y	N
11-2021.00	Microsoft Visual Basic for Applications VBA	2.E.7.b	Development environment software	Y	N
11-2021.00	Microsoft Visual Basic Scripting Edition VBScript	2.E.7.b	Development environment software	N	N
11-2021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
11-2021.00	MicroStrategy	2.E.6.m	Business intelligence and data analysis software	N	N
11-2021.00	Minitab	2.E.9.d	Analytical or scientific software	N	N
11-2021.00	MySQL	2.E.6.f	Data base user interface and query software	Y	N
11-2021.00	Nearpod	2.E.8.e	Multi-media educational software	N	N
11-2021.00	Nedstat Sitestat	2.E.9.d	Analytical or scientific software	N	N
11-2021.00	NetSuite ERP	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	NortonLifeLock cybersecurity software	2.E.14.d	Transaction security and virus protection software	N	N
11-2021.00	NoSQL	2.E.6.d	Data base management system software	Y	N
11-2021.00	Online advertising reporting software	2.E.9.d	Analytical or scientific software	N	N
11-2021.00	Oracle Beehive	2.E.1.i	Expert system software	N	N
11-2021.00	Oracle Business Intelligence Enterprise Edition	2.E.6.m	Business intelligence and data analysis software	N	N
11-2021.00	Oracle Database	2.E.6.f	Data base user interface and query software	Y	N
11-2021.00	Oracle E-Business Suite Financials	2.E.2.d	Financial analysis software	N	N
11-2021.00	Oracle Eloqua	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	Oracle Fusion Applications	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	Oracle Hyperion	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	Oracle JavaServer Pages JSP	2.E.7.h	Web platform development software	N	N
11-2021.00	Oracle PeopleSoft	2.E.2.b	Enterprise resource planning ERP software	Y	N
11-2021.00	Oracle PeopleSoft Financials	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	Oracle PL/SQL	2.E.6.d	Data base management system software	Y	N
11-2021.00	Oracle Siebel Server Sync	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	Padlet	2.E.8.b	Computer based training software	N	N
11-2021.00	PHP	2.E.7.h	Web platform development software	Y	N
11-2021.00	Python	2.E.7.e	Object or component oriented development software	Y	N
11-2021.00	QAD Marketing Automation	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	Qlik Tech QlikView	2.E.6.m	Business intelligence and data analysis software	N	N
11-2021.00	R	2.E.7.e	Object or component oriented development software	Y	N
11-2021.00	Ruby	2.E.7.b	Development environment software	Y	N
11-2021.00	Ruby on Rails	2.E.7.h	Web platform development software	N	N
11-2021.00	Sage SalesLogix	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	Salesforce software	2.E.6.c	Customer relationship management CRM software	Y	Y
11-2021.00	Salesforce.com Salesforce CRM	2.E.6.c	Customer relationship management CRM software	N	N
11-2021.00	SAP Business Objects	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2021.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
11-2021.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
11-2021.00	Screencast-O-Matic	2.E.4.c	Video creation and editing software	N	N
11-2021.00	Screencastify	2.E.4.c	Video creation and editing software	N	N
11-2021.00	Slack	2.E.16.i	Cloud-based data access and sharing software	Y	N
11-2021.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
11-2021.00	Social media sites	2.E.4.g	Web page creation and editing software	N	N
11-2021.00	Software as a service SaaS	2.E.16.i	Cloud-based data access and sharing software	N	N
11-2021.00	Splunk Enterprise	2.E.11.e	Cloud-based management software	Y	N
11-2021.00	StataCorp Stata	2.E.9.d	Analytical or scientific software	N	N
11-2021.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	Y
11-2021.00	Swift	2.E.7.e	Object or component oriented development software	Y	N
11-2021.00	Tableau	2.E.6.m	Business intelligence and data analysis software	Y	N
11-2021.00	Tax software	2.E.2.a	Accounting software	N	N
11-2021.00	Teradata Database	2.E.6.d	Data base management system software	Y	N
11-2021.00	The MathWorks MATLAB	2.E.9.d	Analytical or scientific software	Y	N
11-2021.00	TikTok	2.E.4.c	Video creation and editing software	Y	N
11-2021.00	Web browser software	2.E.10.e	Internet browser software	N	N
11-2021.00	WeVideo	2.E.4.c	Video creation and editing software	N	N
11-2021.00	WordPress	2.E.4.g	Web page creation and editing software	Y	N
11-2021.00	Yardi software	2.E.6.f	Data base user interface and query software	Y	N
11-2021.00	YouTube	2.E.4.c	Video creation and editing software	N	N
11-2022.00	Act!	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
11-2022.00	Adobe ActionScript	2.E.7.b	Development environment software	N	N
11-2022.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
11-2022.00	Airtable	2.E.6.f	Data base user interface and query software	N	N
11-2022.00	Apple Keynote	2.E.4.f	Presentation software	N	N
11-2022.00	Avidian Technologies Prophet	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Bentley MicroStation	2.E.9.c	Computer aided design CAD software	Y	N
11-2022.00	Blackbaud The Raiser's Edge	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Contact management software	2.E.4.h	Calendar and scheduling software	N	N
11-2022.00	Database software	2.E.6.f	Data base user interface and query software	N	N
11-2022.00	Delphi Discovery	2.E.2.d	Financial analysis software	N	N
11-2022.00	Delphi Technology	2.E.2.d	Financial analysis software	N	N
11-2022.00	Dropbox	2.E.16.i	Cloud-based data access and sharing software	N	N
11-2022.00	Eclipse IDE	2.E.7.b	Development environment software	Y	N
11-2022.00	Eden Sales Manager	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Eko	2.E.10.b	Desktop communications software	N	N
11-2022.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
11-2022.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
11-2022.00	Geographic information system GIS software	2.E.8.h	Geographic information system	N	N
11-2022.00	Google Ads	2.E.1.l	Sales and marketing software	N	N
11-2022.00	Google Analytics	2.E.6.g	Data mining software	Y	N
11-2022.00	Google Docs	2.E.4.d	Word processing software	Y	N
11-2022.00	Google Drive	2.E.16.i	Cloud-based data access and sharing software	N	N
11-2022.00	Google Meet	2.E.16.b	Video conferencing software	N	N
11-2022.00	Google Sites	2.E.4.g	Web page creation and editing software	N	N
11-2022.00	Google Slides	2.E.4.f	Presentation software	N	N
11-2022.00	HEAT Software GoldMine	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	HubSpot software	2.E.1.l	Sales and marketing software	Y	N
11-2022.00	Human resource management software HRMS	2.E.1.c	Human resources software	N	N
11-2022.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
11-2022.00	IBM Cognos Impromptu	2.E.6.m	Business intelligence and data analysis software	N	N
11-2022.00	IBM Notes	2.E.16.a	Electronic mail software	N	N
11-2022.00	IBM Power Systems software	2.E.17.a	Enterprise system management software	N	N
11-2022.00	IBM SPSS Statistics	2.E.9.d	Analytical or scientific software	Y	N
11-2022.00	Inventory software	2.E.1.f	Inventory management software	N	N
11-2022.00	LexisNexis	2.E.6.h	Information retrieval or search software	N	N
11-2022.00	LinkedIn	2.E.4.g	Web page creation and editing software	N	N
11-2022.00	LogMeIn GoToMeeting	2.E.16.b	Video conferencing software	N	N
11-2022.00	Marketo Marketing Automation	2.E.1.l	Sales and marketing software	Y	N
11-2022.00	Maximizer Software Maximizer Enterprise	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	McAfee	2.E.14.d	Transaction security and virus protection software	N	N
11-2022.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
11-2022.00	Microsoft Azure software	2.E.7.b	Development environment software	Y	N
11-2022.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Microsoft Dynamics GP	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
11-2022.00	Microsoft Exchange	2.E.16.a	Electronic mail software	N	N
11-2022.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
11-2022.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
11-2022.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
11-2022.00	Microsoft Project	2.E.1.e	Project management software	Y	N
11-2022.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
11-2022.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
11-2022.00	Microsoft SQL Server	2.E.6.f	Data base user interface and query software	Y	N
11-2022.00	Microsoft Teams	2.E.1.e	Project management software	Y	N
11-2022.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
11-2022.00	Microsoft Visual Basic	2.E.7.b	Development environment software	Y	N
11-2022.00	Microsoft Visual Basic for Applications VBA	2.E.7.b	Development environment software	Y	N
11-2022.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
11-2022.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
11-2022.00	MicroStrategy	2.E.6.m	Business intelligence and data analysis software	N	N
11-2022.00	Minitab	2.E.9.d	Analytical or scientific software	N	N
11-2022.00	NetSuite ERP	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	NetSuite NetCRM	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	NortonLifeLock cybersecurity software	2.E.14.d	Transaction security and virus protection software	N	N
11-2022.00	Oracle Business Intelligence Enterprise Edition	2.E.6.m	Business intelligence and data analysis software	N	N
11-2022.00	Oracle Database	2.E.6.f	Data base user interface and query software	Y	N
11-2022.00	Oracle E-Business Suite Financials	2.E.2.d	Financial analysis software	N	N
11-2022.00	Oracle Eloqua	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Oracle Fusion Applications	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Oracle Hyperion	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Oracle JD Edwards EnterpriseOne	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Oracle PeopleSoft	2.E.2.b	Enterprise resource planning ERP software	Y	N
11-2022.00	Oracle PeopleSoft Financials	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	Oracle Primavera Enterprise Project Portfolio Management	2.E.1.e	Project management software	Y	N
11-2022.00	Oracle Taleo	2.E.1.c	Human resources software	N	N
11-2022.00	Poll Everywhere	2.E.4.f	Presentation software	N	N
11-2022.00	Qlik Tech QlikView	2.E.6.m	Business intelligence and data analysis software	N	N
11-2022.00	R	2.E.7.e	Object or component oriented development software	Y	N
11-2022.00	Sage 50 Accounting	2.E.2.a	Accounting software	N	N
11-2022.00	Salesforce software	2.E.6.c	Customer relationship management CRM software	Y	Y
11-2022.00	Salesforce.com Salesforce CRM	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	SAP Business Objects	2.E.2.b	Enterprise resource planning ERP software	N	N
11-2022.00	SAP BusinessObjects Crystal Reports	2.E.6.e	Data base reporting software	N	N
11-2022.00	SAP Crystal Reports	2.E.6.e	Data base reporting software	N	N
11-2022.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
11-2022.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
11-2022.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
11-2022.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
11-2022.00	Social media sites	2.E.4.g	Web page creation and editing software	N	N
11-2022.00	Software on Sailboats Desktop Sales Manager	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Splunk Enterprise	2.E.11.e	Cloud-based management software	Y	N
11-2022.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
11-2022.00	Tableau	2.E.6.m	Business intelligence and data analysis software	Y	N
11-2022.00	Tax software	2.E.2.a	Accounting software	N	N
11-2022.00	Teradata Database	2.E.6.d	Data base management system software	Y	N
11-2022.00	Vanguard Software Vanguard Sales Manager	2.E.6.c	Customer relationship management CRM software	N	N
11-2022.00	Web browser software	2.E.10.e	Internet browser software	N	N
11-2022.00	Workforce management software	2.E.1.c	Human resources software	N	N
11-2022.00	Yardi software	2.E.6.f	Data base user interface and query software	Y	N
11-2022.00	YouTube	2.E.4.c	Video creation and editing software	N	N
11-2022.00	Zoom	2.E.16.b	Video conferencing software	Y	N
11-2032.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
11-2032.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	N
11-2032.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
11-2032.00	Adobe Distiller	2.E.4.k	Desktop publishing software	N	N
11-2032.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
11-2032.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
11-2032.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
11-2032.00	Adobe PageMaker	2.E.4.k	Desktop publishing software	N	N
11-2032.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
11-2032.00	Airtable	2.E.6.f	Data base user interface and query software	N	N
11-2032.00	Apple Final Cut Pro	2.E.4.c	Video creation and editing software	N	N
11-2032.00	Apple iDVD	2.E.4.c	Video creation and editing software	N	N
11-2032.00	Apple iMovie	2.E.4.c	Video creation and editing software	N	N
