"Area","AreaName","StateAb","State","CountyTownName"
"16820","Charlottesville, VA","VA","Virginia","Charlottesville city"
"16820","Charlottesville, VA","VA","Virginia","Fluvanna County"
"16820","Charlottesville, VA","VA","Virginia","Greene County"
"16820","Charlottesville, VA","VA","Virginia","Nelson County"
"16860","Chattanooga, TN-GA","GA","Georgia","Catoosa County"
"16860","Chattanooga, TN-GA","GA","Georgia","Dade County"
"16860","Chattanooga, TN-GA","GA","Georgia","Walker County"
"16860","Chattanooga, TN-GA","TN","Tennessee","Hamilton County"
"16860","Chattanooga, TN-GA","TN","Tennessee","Marion County"
"16860","Chattanooga, TN-GA","TN","Tennessee","Sequatchie County"
"16940","Cheyenne, WY","WY","Wyoming","Laramie County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Cook County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","DeKalb County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","DuPage County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Grundy County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Kane County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Kendall County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Lake County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","McHenry County"
"16980","Chicago-Naperville-Elgin, IL-IN","IL","Illinois","Will County"
"16980","Chicago-Naperville-Elgin, IL-IN","IN","Indiana","Jasper County"
"16980","Chicago-Naperville-Elgin, IL-IN","IN","Indiana","Lake County"
"16980","Chicago-Naperville-Elgin, IL-IN","IN","Indiana","Newton County"
"16980","Chicago-Naperville-Elgin, IL-IN","IN","Indiana","Porter County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Bureau County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Carroll County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Jo Daviess County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","LaSalle County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Lee County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Ogle County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Putnam County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Stephenson County"
"1700001","Northwest Illinois nonmetropolitan area","IL","Illinois","Whiteside County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Adams County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Brown County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Cass County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Christian County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","De Witt County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Fulton County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Greene County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Hancock County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Henderson County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Knox County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Livingston County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Logan County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Mason County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","McDonough County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Montgomery County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Morgan County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Moultrie County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Pike County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Schuyler County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Scott County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Shelby County"
"1700002","West Central Illinois nonmetropolitan area","IL","Illinois","Warren County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Clark County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Clay County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Coles County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Crawford County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Cumberland County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Douglas County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Edgar County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Effingham County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Fayette County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Iroquois County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Jasper County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Lawrence County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Marion County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Richland County"
"1700003","East Central Illinois nonmetropolitan area","IL","Illinois","Vermilion County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Edwards County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Franklin County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Gallatin County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Hamilton County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Hardin County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Jackson County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Jefferson County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Johnson County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Perry County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Pope County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Pulaski County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Randolph County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Saline County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Union County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Wabash County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Washington County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Wayne County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","White County"
"1700004","South Illinois nonmetropolitan area","IL","Illinois","Williamson County"
"17020","Chico, CA","CA","California","Butte County"
"17140","Cincinnati, OH-KY-IN","IN","Indiana","Dearborn County"
"17140","Cincinnati, OH-KY-IN","IN","Indiana","Franklin County"
"17140","Cincinnati, OH-KY-IN","IN","Indiana","Ohio County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Boone County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Bracken County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Campbell County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Gallatin County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Grant County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Kenton County"
"17140","Cincinnati, OH-KY-IN","KY","Kentucky","Pendleton County"
"17140","Cincinnati, OH-KY-IN","OH","Ohio","Brown County"
"17140","Cincinnati, OH-KY-IN","OH","Ohio","Butler County"
"17140","Cincinnati, OH-KY-IN","OH","Ohio","Clermont County"
"17140","Cincinnati, OH-KY-IN","OH","Ohio","Hamilton County"
"17140","Cincinnati, OH-KY-IN","OH","Ohio","Warren County"
"17300","Clarksville, TN-KY","KY","Kentucky","Christian County"
"17300","Clarksville, TN-KY","KY","Kentucky","Trigg County"
"17300","Clarksville, TN-KY","TN","Tennessee","Montgomery County"
"17300","Clarksville, TN-KY","TN","Tennessee","Stewart County"
"17410","Cleveland, OH","OH","Ohio","Ashtabula County"
"17410","Cleveland, OH","OH","Ohio","Cuyahoga County"
"17410","Cleveland, OH","OH","Ohio","Geauga County"
"17410","Cleveland, OH","OH","Ohio","Lake County"
"17410","Cleveland, OH","OH","Ohio","Lorain County"
"17410","Cleveland, OH","OH","Ohio","Medina County"
"17420","Cleveland, TN","TN","Tennessee","Bradley County"
"17420","Cleveland, TN","TN","Tennessee","Polk County"
"17660","Coeur d'Alene, ID","ID","Idaho","Kootenai County"
"17780","College Station-Bryan, TX","TX","Texas","Brazos County"
"17780","College Station-Bryan, TX","TX","Texas","Burleson County"
"17780","College Station-Bryan, TX","TX","Texas","Robertson County"
"17820","Colorado Springs, CO","CO","Colorado","El Paso County"
"17820","Colorado Springs, CO","CO","Colorado","Teller County"
"17860","Columbia, MO","MO","Missouri","Boone County"
"17860","Columbia, MO","MO","Missouri","Cooper County"
"17860","Columbia, MO","MO","Missouri","Howard County"
"17900","Columbia, SC","SC","South Carolina","Calhoun County"
"17900","Columbia, SC","SC","South Carolina","Fairfield County"
"17900","Columbia, SC","SC","South Carolina","Kershaw County"
"17900","Columbia, SC","SC","South Carolina","Lexington County"
"17900","Columbia, SC","SC","South Carolina","Richland County"
"17900","Columbia, SC","SC","South Carolina","Saluda County"
"17980","Columbus, GA-AL","AL","Alabama","Russell County"
"17980","Columbus, GA-AL","GA","Georgia","Chattahoochee County"
"17980","Columbus, GA-AL","GA","Georgia","Harris County"
"17980","Columbus, GA-AL","GA","Georgia","Marion County"
"17980","Columbus, GA-AL","GA","Georgia","Muscogee County"
"17980","Columbus, GA-AL","GA","Georgia","Stewart County"
"17980","Columbus, GA-AL","GA","Georgia","Talbot County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Adams County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Cass County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","DeKalb County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Fulton County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Huntington County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Kosciusko County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","LaGrange County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Marshall County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Miami County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Noble County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Pulaski County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Starke County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Steuben County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","Wabash County"
"1800001","Northern Indiana nonmetropolitan area","IN","Indiana","White County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Blackford County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Clinton County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Decatur County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Fayette County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Fountain County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Grant County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Henry County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Jay County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Montgomery County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Parke County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Putnam County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Randolph County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Rush County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Union County"
"1800002","Central Indiana nonmetropolitan area","IN","Indiana","Wayne County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Crawford County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Daviess County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Dubois County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Gibson County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Greene County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Jackson County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Jefferson County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Jennings County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Knox County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Lawrence County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Martin County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Orange County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Perry County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Pike County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Ripley County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Scott County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Spencer County"
"1800003","Southern Indiana nonmetropolitan area","IN","Indiana","Switzerland County"
"18020","Columbus, IN","IN","Indiana","Bartholomew County"
"18140","Columbus, OH","OH","Ohio","Delaware County"
"18140","Columbus, OH","OH","Ohio","Fairfield County"
"18140","Columbus, OH","OH","Ohio","Franklin County"
"18140","Columbus, OH","OH","Ohio","Hocking County"
"18140","Columbus, OH","OH","Ohio","Licking County"
"18140","Columbus, OH","OH","Ohio","Madison County"
"18140","Columbus, OH","OH","Ohio","Morrow County"
"18140","Columbus, OH","OH","Ohio","Perry County"
"18140","Columbus, OH","OH","Ohio","Pickaway County"
"18140","Columbus, OH","OH","Ohio","Union County"
"18580","Corpus Christi, TX","TX","Texas","Aransas County"
"18580","Corpus Christi, TX","TX","Texas","Nueces County"
"18580","Corpus Christi, TX","TX","Texas","San Patricio County"
"18700","Corvallis, OR","OR","Oregon","Benton County"
"18880","Crestview-Fort Walton Beach-Destin, FL","FL","Florida","Okaloosa County"
"18880","Crestview-Fort Walton Beach-Destin, FL","FL","Florida","Walton County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Allamakee County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Buchanan County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Butler County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Cerro Gordo County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Chickasaw County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Clayton County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Delaware County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Fayette County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Floyd County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Franklin County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Hardin County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Howard County"
"1900001","Northeast Iowa nonmetropolitan area","IA","Iowa","Mitchell County"
